time,true_x,true_y,true_z,sindy_x,sindy_y,sindy_z
1.95,-7.108336791908166,-7.423344354021691,24.880689794406873,-7.115967125751358,-7.343027828215978,25.017467286203352
1.96,-7.145594386346885,-7.575284950678679,24.753295805085656,-7.144323125992797,-7.485411756860495,24.881424935173698
1.97,-7.194174676425577,-7.7355410822663675,24.643484819822355,-7.1839296206143315,-7.636515418506527,24.76177103887158
1.98,-7.2537482707917595,-7.90320781125396,24.552347779952232,-7.234506058749318,-7.795492869310186,24.659603585370466
1.99,-7.323927421203945,-8.077303908455388,24.480917662431303,-7.2957151705327865,-7.961432918126401,24.5759669979402
2.0,-7.404263686568476,-8.256758908732841,24.43016004512258,-7.367161573819797,-8.13334701571257,24.511844926492476
2.0100000000000002,-7.494244609761109,-8.440400730407271,24.400960653620878,-7.448389368187174,-8.310157322502972,24.46815030468827
2.02,-7.593289586955143,-8.62694447925402,24.39410976762876,-7.538878854896106,-8.490685495236708,24.445712530601146
2.0300000000000002,-7.700745141095893,-8.81498308720358,24.410283477715836,-7.638042562550989,-8.67364279462884,24.44526168663349
2.04,-7.815879903813963,-9.002980744117458,24.450021718762965,-7.745220801470786,-8.85762218259821,24.467409794822554
2.05,-7.937879570148215,-9.189269477361032,24.51370357970232,-7.8596770152537925,-9.041093142636111,24.512629211491607
2.06,-8.065842237354415,-9.372050313149916,24.60151991363751,-7.9805932449676975,-9.222400012796127,24.581228404074302
2.07,-8.198774519401468,-9.54939956720397,24.71344399955623,-8.10706606836611,-9.399764657547033,24.673325524723293
2.08,-8.335588941376672,-9.719281270033921,24.849201150399168,-8.238103421121114,-9.571294310148305,24.78882039942451
2.09,-8.475103096940774,-9.87956649220956,25.008238240438207,-8.372622745866378,-9.73499537762128,24.927365783427078
2.1,-8.616041058738762,-10.028060192654179,25.189694504147457,-8.509450943486224,-9.888793901565455,25.0883389850716
2.11,-8.757037612596887,-10.162536044694738,25.39237539463067,-8.647326614172416,-10.03056319616781,25.27081521613296
2.12,-8.896645781277886,-10.280779107340308,25.614731354232763,-8.784905067343335,-10.158158929058853,25.473544267305112
2.13,-9.033348059015875,-10.380636179201169,25.854843340802784,-8.920766543330602,-10.2694615652244,25.694932306395728
2.14,-9.165571733742222,-10.460072835341803,26.110417505435603,-9.053428019836351,-10.362425660995024,25.93303072267888
2.15,-9.29170837096411,-10.517235286298593,26.378790940712772,-9.181358868127884,-10.435134986683625,26.185533961107335
2.16,-9.41013754602477,-10.550515452399823,26.656950114131828,-9.303000475078338,-10.485861898106874,26.449788170440108
2.17,-9.519254577452946,-10.558616234824589,26.94156364721361,-9.416789758662093,-10.513128807671523,26.722812204413167
2.18,-9.61750159774803,-10.540613383392001,27.229029740563615,-9.521186281293685,-10.515769076862693,27.001332047948654
2.19,-9.703401336095201,-10.496011006275152,27.515538180621345,-9.614702417590697,-10.492984225203593,27.281829092693883
2.2,-9.775592550672927,-10.42478668445213,27.79714611037815,-9.695935775911957,-10.444394091184446,27.560601880996956
2.21,-9.832865616336324,-10.327422450899522,28.069864767736842,-9.763602826119756,-10.370076548938524,27.83384002219465
2.22,-9.874196918224898,-10.20491922902544,28.329754182522127,-9.816572472475167,-10.270593626627415,28.097708031190088
2.23,-9.898780526626744,-10.058792057074786,28.57302237884596,-9.853898154495358,-10.14700141017135,28.348435936833962
2.24,-9.906055299576902,-9.891044934594653,28.796123485546506,-9.874846982323175,-10.000841937942115,28.582412756162395
2.25,-9.895726115219258,-9.704127088515008,28.995849713828783,-9.87892443406228,-9.834116350164742,28.796278426125898
2.2600000000000002,-9.867778094798474,-9.500869285894106,29.169414123499696,-9.865893270025502,-9.649239767153492,28.987009604942852
2.27,-9.822482507045573,-9.284406327792485,29.31451738293027,-9.835785552034,-9.448979621377706,29.151994946348562
2.2800000000000002,-9.760394258213497,-9.05808755505679,29.429397091439302,-9.788906982571584,-9.236380333342936,29.289096015496302
2.29,-9.68234069694355,-8.825381275217344,29.512856469998816,-9.725833175651141,-9.014678176958638,29.396690912657224
2.3000000000000003,-9.589402315800024,-8.589777759705672,29.56427227524289,-9.647397906974197,-8.787210824047337,29.473698815459827
2.31,-9.48288619083788,-8.354696067570718,29.58358220034279,-9.554673828582347,-8.557326323946285,29.519584926224567
2.32,-9.364293468758756,-8.12339922784626,29.57125394920371,-9.44894653533783,-8.328296142908455,29.53434658723218
2.33,-9.235282406429063,-7.898921367759801,29.52823879054421,-9.331683203859232,-8.103236387409803,29.518482476891165
2.34,-9.097628707619263,-7.684009619169418,29.455913383426925,-9.204497263548177,-7.8850405357995,29.47294771877328
2.35,-8.953184871309626,-7.481082106527427,29.356013861721223,-9.069110689290513,-7.676326003905071,29.399098353232134
2.36,-8.803840209317489,-7.292202369380012,29.230566225915386,-8.927315523179644,-7.47939578579719,29.29862890883529
2.37,-8.651483001927076,-7.119069434654234,29.08181675931055,-8.780936146136842,-7.296215351349905,29.173506779858226
2.38,-8.497966000186326,-6.9630219536905456,28.91216562173759,-8.631793646530644,-7.1284040410340515,29.025906812036574
2.39,-8.345076207662439,-6.82505418499367,28.724106146043177,-8.481673394816728,-6.977239442525338,28.85814899003839
2.4,-8.194509520807825,-6.705841292015668,28.52017152539311,-8.332296656521695,-6.843672699723007,28.672641485429516
2.41,-8.04785053783068,-6.605771295504183,28.30288992927881,-8.185296785889468,-6.728352399847227,28.471830640841144
2.42,-7.90655754453296,-6.524981115379578,28.074748384892175,-8.042200261508155,-6.631654591148384,28.258158801634433
2.43,-7.77195246260969,-6.463394375281137,27.83816524576451,-7.904412570953857,-6.5537165680331615,28.034030311682006
2.44,-7.645215352793536,-6.420758969926557,27.59547064189922,-7.773208736149087,-6.494472278265531,27.801785497616528
